LABEL_1mois,LABEL_3mois
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0001519987840097279,0.00022799817601459188
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001905850962454736
0.0,0.0
0.0,0.0
0.0,0.00020588840848260242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.1324163416136314e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.593591009188245e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.87616035205941e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.8459020226820995e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0001519987840097279,0.00022799817601459188
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001905850962454736
0.0,0.0
0.0,0.0
0.0,0.00020588840848260242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.1324163416136314e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.593591009188245e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.87616035205941e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.8459020226820995e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.616726331022927e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00022799817601459188,0.00022799817601459188
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001905850962454736
0.0,0.0
0.0,8.398421096833795e-05
0.0,0.00020588840848260242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.1324163416136314e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00022780773027564736
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00012048192771084337
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.87616035205941e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.8459020226820995e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.616726331022927e-05
0.0,0.0
0.0,0.0
0.0,0.0001071007818357074
0.0,0.0
0.0,0.0
0.0,0.0
7.599939200486396e-05,7.599939200486396e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001905850962454736
0.0,0.0
0.0,0.0002519526329050139
0.0,0.00020588840848260242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.26605677047434e-05
0.0,5.1324163416136314e-05
0.0,0.0
0.0,0.0
0.0,0.0
7.593591009188245e-05,0.00022780773027564736
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00012048192771084337
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.87616035205941e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.02740688685875e-05
0.0,0.0
0.0,0.0
0.0,5.8459020226820995e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.616726331022927e-05
0.0,0.0
0.0,0.0
0.0,0.0001071007818357074
0.0,0.000225377507324769
0.0,0.00018590816136828406
0.0,0.0
7.599939200486396e-05,7.599939200486396e-05
0.0,0.0
0.0,0.00011797322007904206
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0009570395576350489
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001905850962454736
0.0,0.0
0.0,0.00041992105484168975
0.0,0.00030883261272390367
0.0,0.0
0.0,0.0
0.0,0.0002033760423022168
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.26605677047434e-05
0.0,5.1324163416136314e-05
0.0,0.0
0.0,0.0
0.0,0.0
7.593591009188245e-05,0.00022780773027564736
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00012048192771084337
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.87616035205941e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0005263157894736842
0.0,0.00011701380762930026
0.0,0.00035137034434293746
0.0,0.0
0.0,0.0
0.0,0.00023383608090728398
0.0,0.0
0.0,0.00010766580534022394
0.0,0.0
0.0,4.52980612429788e-05
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,4.968450340338848e-05
0.0,0.0
0.0,0.00013908205841446454
0.0,0.0
0.0,0.0
0.0,0.0003299604047514298
0.0,0.00015233452662045854
0.0,0.0
0.0,0.00022935779816513763
0.0,0.0001071007818357074
0.0,0.000901510029299076
0.0,0.0003718163227365681
0.0,0.00013776002204160352
7.599939200486396e-05,0.0001519987840097279
0.0,0.0
0.0,0.0002949330501976051
0.0,0.0
0.0,8.689607229753215e-05
0.0,0.00024073182474723158
0.0,0.0009570395576350489
0.0,0.0003140900810352409
0.0,0.0001124859392575928
0.0,0.0003889285019770532
0.0,0.0002008233758409479
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0005630630630630631
0.0,0.000476462740613684
0.0,0.0015337423312883436
0.0,0.0009238263206517175
0.00020588840848260242,0.00030883261272390367
0.0,0.00024378352023403217
0.0,0.0006797518905599456
0.0,0.0004067520846044336
0.0,0.00026869682042095835
0.0,0.00036121947695419735
0.0,0.0001087547580206634
0.0,0.00010305028854080792
0.0,0.0
0.0,0.0011278902186853813
0.0,0.00010264832683227263
0.0,0.00018421295017039698
0.0,8.215576733486691e-05
0.0,0.00014838996883810655
7.593591009188245e-05,0.00037967955045941227
0.0,0.0006784260515603799
0.0,7.973845785822502e-05
0.0,9.897070467141726e-05
0.0,0.00036144578313253013
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.87616035205941e-05,6.87616035205941e-05
0.0,0.0
0.0,8.756184054988836e-05
0.0,0.0005249895002099958
0.0,0.0006305170239596469
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.108297659167502e-05
0.0,0.0005263157894736842
0.0,0.00035104142288790077
0.0,0.00042164441321152494
0.0,0.0
0.0,6.831534362617844e-05
0.0,0.00058459020226821
0.0,9.257544899092761e-05
0.0,0.00010766580534022394
0.0,0.0
0.0,0.0001358941837289364
0.0,0.0
0.0,0.00013275804845668768
0.0,0.0
0.0,0.0
0.0,4.968450340338848e-05
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,9.706853038245001e-05
0.0,0.0
0.0,0.0006599208095028596
0.0,0.00015233452662045854
0.0,0.0
0.0,0.00045871559633027525
0.0,0.0001071007818357074
0.0,0.001803020058598152
0.0,0.0004647704034207102
0.0,0.00041328006612481057
0.0,0.00045599635202918376
0.0,0.0
0.0,0.0002949330501976051
0.0,9.962143853357243e-05
0.0,0.0003475842891901286
0.0,0.0003610977371208474
0.0,0.0010633772862611655
0.0,0.0006281801620704818
0.0,0.0001124859392575928
0.0,0.0005185713359694043
0.0,0.0002008233758409479
0.0,0.00018416206261510129
0.0,0.0
0.0,0.0
0.0,0.0005630630630630631
0.0,0.000476462740613684
0.0,0.001687116564417178
0.0,0.0014277315864617453
0.00020588840848260242,0.0013382746551369158
0.0,0.000780107264748903
0.0,0.000849689863199932
0.0,0.0008135041692088672
0.0,0.00035826242722794446
0.0,0.0005779511631267157
0.0,0.0001087547580206634
0.0,0.00020610057708161583
0.0,0.0
0.0,0.0015665141926185851
0.0,0.00020529665366454526
0.0,0.00018421295017039698
0.0,0.0004929346040092015
0.0,0.00014838996883810655
7.593591009188245e-05,0.0006074872807350596
0.0,0.0009328358208955224
0.0,0.00023921537357467505
0.0,0.0001979414093428345
0.0,0.00036144578313253013
0.0,0.0
0.0,0.0
0.0,0.0002004008016032064
0.0,0.00021378941742383753
6.87616035205941e-05,6.87616035205941e-05
0.0,0.0
0.0,8.756184054988836e-05
0.0,0.0005249895002099958
0.0,0.0006305170239596469
0.0,0.0004677268475210477
0.0,0.0
0.0,0.0
0.0,9.108297659167502e-05
0.0,0.0007017543859649122
0.0,0.000468055230517201
0.0,0.00042164441321152494
0.0,0.0
0.0,0.0002049460308785353
0.0,0.000759967262948673
0.0,0.0002777263469727828
0.0,0.00010766580534022394
0.0,6.355662895640016e-05
0.0,0.0001811922449719152
0.0,0.0
0.0,0.00033189512114171923
0.0,0.0
0.0,0.0
0.0,4.968450340338848e-05
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,0.00019413706076490002
0.0,0.0
0.0,0.0006599208095028596
0.0,0.0002285017899306878
0.0,0.0
0.0,0.0005733944954128441
0.0,0.0001071007818357074
0.0,0.001803020058598152
0.0,0.0005577244841048522
0.0,0.0013776002204160353
0.0,0.0009119927040583675
0.0,0.00011580775911986103
0.0,0.0005308794903556893
0.0,9.962143853357243e-05
0.0,0.0010427528675703858
0.0,0.0003610977371208474
0.0,0.0018077413866439812
0.0,0.0007538161944845782
0.0,0.0007874015748031496
0.0,0.0007130355869579309
0.0,0.0002008233758409479
0.0,0.00018416206261510129
0.0,0.0
0.0,0.0
0.0,0.0005630630630630631
0.0,0.000476462740613684
0.0,0.002147239263803681
0.0,0.001931636852271773
0.00020588840848260242,0.0024706609017912293
0.0,0.0009751340809361287
0.0,0.0011045968221599116
0.0,0.0008135041692088672
0.0,0.0005373936408419167
0.0,0.0007224389539083947
0.0,0.0002175095160413268
0.0,0.00030915086562242374
0.0,0.0
0.0,0.001879817031142302
0.0,0.0002566208170806816
0.0,0.00027631942525559546
0.0,0.0004929346040092015
0.0,0.0002967799376762131
0.0,0.0009112309211025895
0.0,0.0009328358208955224
0.0,0.0003189538314329001
0.0,0.0001979414093428345
0.0,0.00036144578313253013
0.0,0.0
0.0,0.0001434102968593145
0.0,0.0003006012024048096
0.0,0.00021378941742383753
6.87616035205941e-05,6.87616035205941e-05
0.0,0.0001385809312638581
0.0,8.756184054988836e-05
0.0,0.0005249895002099958
0.0,0.0008406893652795292
0.0,0.0004677268475210477
0.0,0.0
0.0,0.0
0.0,9.108297659167502e-05
0.0,0.0008771929824561404
0.0,0.0005850690381465013
0.0,0.0008432888264230499
0.0,0.00010848928668294005
0.0,0.0003415767181308922
0.0,0.001052262364082778
0.0,0.0002777263469727828
0.0,0.00010766580534022394
0.0,6.355662895640016e-05
0.0,0.0001811922449719152
0.0,0.0
0.0,0.00039827414537006305
0.0,0.0
0.0,0.0
0.0,0.00014905351021016544
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,0.00019413706076490002
0.0,0.0
0.0,0.0006599208095028596
0.0,0.0005331708431716048
0.0,0.0
0.0,0.0005733944954128441
0.0,0.0001071007818357074
0.0,0.0024791525805724587
0.0,0.0005577244841048522
0.0,0.0015153602424576387
0.0,0.0009879920960632314
0.0,0.00023161551823972206
0.0,0.0006488527104347313
0.0,0.000697350069735007
0.0,0.0011296489398679179
0.0,0.0003610977371208474
0.0,0.00276478094427903
0.0,0.0013191783403480118
0.0,0.0007874015748031496
0.0,0.0007130355869579309
0.0,0.0002008233758409479
0.0,0.00018416206261510129
0.0,0.0
0.0,0.0
0.0,0.0005630630630630631
0.0001905850962454736,0.000476462740613684
0.0,0.002607361963190184
0.0,0.001931636852271773
0.00020588840848260242,0.0032942145357216387
0.0,0.0013164310092637738
0.0,0.0016144107400798708
0.0,0.0014236322961155175
0.0,0.0008060904612628751
0.0,0.0007224389539083947
0.0,0.0004350190320826536
0.0,0.00030915086562242374
0.0,0.00011970313622216902
0.0,0.0019424775988470455
5.1324163416136314e-05,0.0003079449804968179
0.0,0.0005526388505111909
0.0,0.0005750903713440683
0.0,0.0002967799376762131
0.0,0.0009112309211025895
0.0,0.0011872455902306649
0.0,0.0003986922892911251
0.0,0.000395882818685669
0.0,0.00036144578313253013
0.0,0.0
0.0,0.0001434102968593145
0.0,0.0003006012024048096
0.0,0.00021378941742383753
6.87616035205941e-05,0.0002062848105617823
0.0,0.0001385809312638581
0.0,0.0001751236810997767
0.0,0.0005249895002099958
0.0,0.0008406893652795292
0.0,0.0004677268475210477
0.0,0.0
0.0,0.0
0.0,9.108297659167502e-05
0.0,0.0008771929824561404
0.0,0.0010531242686637023
0.0,0.0009838369641602248
0.0,0.00010848928668294005
0.0,0.0004098920617570706
5.8459020226820995e-05,0.001052262364082778
0.0,0.0002777263469727828
0.0,0.00010766580534022394
0.0,0.00012711325791280032
0.0,0.000226490306214894
0.0,0.0
0.0,0.00039827414537006305
0.0,0.0
0.0,0.0
0.0,0.00014905351021016544
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,0.00029120559114735004
0.0,0.00015876796062554578
0.0,0.0008798944126704796
0.0,0.0007616726331022926
0.0,0.0
0.0,0.0005733944954128441
0.0,0.0003213023455071222
0.0,0.0024791525805724587
0.0,0.0006506785647889942
0.0,0.0017908802865408459
0.0,0.0013679890560875513
0.0,0.0003474232773595831
0.0,0.0010617589807113785
0.0,0.0007969715082685794
0.0,0.0014772332290580465
0.0,0.0003610977371208474
0.0,0.00308379413015738
0.0,0.00138199635655506
0.0,0.0008998875140607424
0.0,0.0009074998379464575
0.0,0.0002008233758409479
0.0,0.00018416206261510129
0.0,0.0
0.0,0.0
0.0,0.0005630630630630631
0.0001905850962454736,0.000476462740613684
0.0,0.0036809815950920245
0.0,0.002015621063240111
0.0,0.0036030471484455426
0.0,0.0014627011214041932
0.0,0.0022941626306398166
0.0,0.001525320317266626
0.0,0.0011643528884908196
0.0,0.0007224389539083947
0.0,0.000543773790103317
0.0,0.00030915086562242374
0.0,0.00011970313622216902
0.0,0.0022557804373707626
5.1324163416136314e-05,0.0004105933073290905
0.0,0.0006447453255963894
0.0,0.0005750903713440683
0.0,0.00037097492209526634
0.0,0.0009112309211025895
0.0,0.0012720488466757124
0.0,0.0003986922892911251
0.0,0.0005938242280285036
0.0,0.0006024096385542169
0.0,0.0
0.0,0.0001434102968593145
0.0,0.000501002004008016
0.0,0.00021378941742383753
0.0,0.0002062848105617823
0.0,0.0001385809312638581
0.0,0.0001751236810997767
0.0,0.0005249895002099958
0.0,0.0008406893652795292
0.0,0.0004677268475210477
0.0,0.0
0.0,0.0
0.0,9.108297659167502e-05
0.0,0.0008771929824561404
0.0,0.0012871518839223028
0.0,0.0013352073085031624
0.0,0.0002169785733658801
0.0,0.0004098920617570706
5.8459020226820995e-05,0.0014030164854437039
0.0,0.0002777263469727828
0.0,0.0002153316106804479
0.0,0.00025422651582560063
0.0,0.000226490306214894
0.0,0.0
0.0,0.00039827414537006305
0.0,0.0
0.0,0.0
0.0,0.00014905351021016544
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,0.00048534265191225003
0.0,0.00015876796062554578
0.0,0.0012098548174219095
7.616726331022927e-05,0.0009140071597227512
0.0,0.00010211375472276115
0.0,0.0005733944954128441
0.0,0.0003213023455071222
0.0,0.002929907595221997
0.0,0.0007436326454731362
0.0,0.0017908802865408459
0.0,0.0014439884480924152
0.0,0.0003474232773595831
0.0,0.0012387188108299416
0.0,0.0010958358238692967
0.0,0.0018248175182481751
0.0,0.0007221954742416948
0.0,0.0031901318587834963
0.0,0.001444814372762108
0.0,0.0008998875140607424
0.0,0.000972321254942633
0.0,0.0004016467516818958
0.0,0.0005524861878453039
0.0,0.0
0.0,0.0
0.0,0.0005630630630630631
0.0001905850962454736,0.000476462740613684
0.0,0.003987730061349694
8.398421096833795e-05,0.0026035105400184764
0.0,0.004014823965410748
0.0,0.0017552413456850316
0.0,0.0023791316169598097
0.0,0.0019320724018710596
0.0,0.0011643528884908196
0.0,0.0008669267446900737
0.0,0.000543773790103317
0.0,0.00041220115416323167
0.0,0.00011970313622216902
0.0,0.0023811015727802495
5.1324163416136314e-05,0.0004105933073290905
0.0,0.0006447453255963894
0.0,0.0007394019060138022
0.0,0.0006677548597714795
0.0001518718201837649,0.0009871668311944718
0.0,0.0016112618724559023
0.0,0.0003986922892911251
0.0,0.0005938242280285036
0.00012048192771084337,0.0007228915662650603
0.0,0.0
0.0,0.0001434102968593145
0.0,0.0006012024048096192
0.0,0.00021378941742383753
0.0,0.0002062848105617823
0.0,0.0001385809312638581
0.0,0.0002189046013747209
0.0,0.000629987400251995
0.0,0.0010508617065994115
0.0,0.0004677268475210477
0.0,0.0
0.0,0.0
0.0,9.108297659167502e-05
0.0,0.0008771929824561404
0.0,0.0016381933068102036
0.0,0.0016163035839775123
0.0,0.00027122321670735016
0.0,0.0004782074053832491
5.8459020226820995e-05,0.001461475505670525
0.0,0.0002777263469727828
0.0,0.00032299741602067185
0.0,0.00031778314478200076
0.0,0.0003623844899438304
0.0,0.0
0.0,0.0004646531695984069
0.0,0.0
0.0,0.0001312852829197847
0.0,0.0003477915238237194
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,0.0005824111822947001
0.0,0.00015876796062554578
0.0,0.0012098548174219095
7.616726331022927e-05,0.0012186762129636683
0.0,0.0002042275094455223
0.0,0.0006880733944954129
0.0001071007818357074,0.0003213023455071222
0.0,0.002929907595221997
0.0,0.0007436326454731362
0.0,0.0019286403085824494
0.0,0.0015959872321021432
0.0,0.0004632310364794441
0.0,0.0013566920309089838
0.0,0.0012950787009364416
0.0,0.0018248175182481751
0.0,0.0010832932113625422
0.0,0.003296469587409613
0.0,0.0016960864375903009
0.0,0.0010123734533183351
0.0,0.0012316069229273351
0.0,0.0004016467516818958
0.0,0.0005524861878453039
0.0,0.00010388531061707874
0.0,0.0001439055979277594
0.0,0.0005630630630630631
0.0001905850962454736,0.000476462740613684
0.0,0.0049079754601227
0.0002519526329050139,0.0026874947509868143
0.0,0.00422071237389335
0.0,0.0021940516821062897
0.0,0.0026340385759197893
0.0,0.00254220052877771
0.0,0.0013434841021047917
0.0,0.0009391706400809132
0.0,0.0006525285481239804
0.0,0.0006183017312448475
0.0,0.00011970313622216902
6.26605677047434e-05,0.0025064227081897364
5.1324163416136314e-05,0.0004105933073290905
0.0,0.0008289582757667864
0.0,0.000821557673348669
0.0,0.0006677548597714795
0.0001518718201837649,0.0011390386513782367
0.0,0.0016112618724559023
0.0,0.0005581692050075751
0.0,0.0005938242280285036
0.00012048192771084337,0.0008433734939759036
0.0,0.0
0.0,0.000286820593718629
0.0,0.0006012024048096192
0.0,0.00021378941742383753
0.0,0.0004125696211235646
0.0,0.0001385809312638581
0.0,0.0002189046013747209
0.0,0.000629987400251995
0.0,0.0010508617065994115
0.0,0.0004677268475210477
0.0,0.0
0.0,0.0
0.0,0.00018216595318335004
0.0,0.0010526315789473684
0.0,0.0021062485373274046
7.02740688685875e-05,0.0017568517217146872
0.0,0.00032546786004882016
0.0,0.0004782074053832491
5.8459020226820995e-05,0.0016368525663509879
0.0,0.0002777263469727828
0.0,0.00032299741602067185
0.0,0.00031778314478200076
0.0,0.0003623844899438304
0.0,0.0
0.0,0.0004646531695984069
0.0,0.0
0.0,0.00019692792437967703
0.0,0.00044716053063049635
0.0,9.700261907071492e-05
0.0,0.00013908205841446454
0.0,0.00067947971267715
0.0,0.00023815194093831864
0.0,0.0012098548174219095
7.616726331022927e-05,0.0012186762129636683
0.0,0.0002042275094455223
0.0,0.0006880733944954129
0.0001071007818357074,0.0004284031273428296
0.000225377507324769,0.003606040117196304
0.00018590816136828406,0.0008365867261572784
0.0,0.002066400330624053
0.0,0.0015959872321021432
0.0,0.0005790387955993051
0.00011797322007904206,0.0014156786409485046
0.0,0.001394700139470014
0.0,0.0019117135905457074
0.0,0.0010832932113625422
0.0009570395576350489,0.003296469587409613
0.0,0.0021986305672466863
0.0,0.0013498312710911137
0.0,0.0012316069229273351
0.0,0.0004016467516818958
0.0,0.0005524861878453039
0.0,0.00010388531061707874
0.0,0.0001439055979277594
0.0,0.0016891891891891893
0.0,0.0003811701924909472
0.0,0.005521472392638037
0.00041992105484168975,0.003191400016796842
0.00010294420424130121,0.004529544986617253
0.0,0.002681618722574354
0.0,0.0027190075622397824
0.0002033760423022168,0.00254220052877771
0.0,0.0017017465293327361
0.0,0.0009391706400809132
0.0,0.0006525285481239804
0.0,0.001133553173948887
0.0,0.00023940627244433804
6.26605677047434e-05,0.0025064227081897364
0.0,0.0004619174707452269
0.0,0.0010131712259371835
0.0,0.000821557673348669
0.0,0.0006677548597714795
0.0001518718201837649,0.0011390386513782367
0.0,0.0018656716417910447
0.0,0.0006379076628658002
0.0,0.000791765637371338
0.00012048192771084337,0.0009638554216867469
0.0,0.0
0.0,0.000286820593718629
0.0,0.0006012024048096192
0.0,0.00021378941742383753
0.0,0.0004125696211235646
0.0,0.0001385809312638581
0.0,0.00026268552164966506
0.0,0.000629987400251995
0.0,0.0010508617065994115
0.0,0.0011693171188026192
0.0,0.0
0.0,0.00010602205258693808
0.0,0.00018216595318335004
0.0005263157894736842,0.0010526315789473684
0.00011701380762930026,0.002223262344956705
0.00035137034434293746,0.0017568517217146872
0.0,0.0004339571467317602
0.0,0.0004782074053832491
0.00017537706068046299,0.0016368525663509879
0.0,0.0002777263469727828
0.00010766580534022394,0.00032299741602067185
0.0,0.0003813397737384009
4.52980612429788e-05,0.000452980612429788
0.0,0.0
0.0,0.0004646531695984069
0.0,9.035056017347308e-05
0.0,0.00019692792437967703
4.968450340338848e-05,0.0006458985442440503
0.0,0.00019400523814142983
0.00013908205841446454,0.00013908205841446454
0.0,0.0007765482430596001
0.0,0.00023815194093831864
0.0003299604047514298,0.0012098548174219095
0.00015233452662045854,0.0015233452662045852
0.0,0.0006126825283365669
0.00022935779816513763,0.0009174311926605505
0.0001071007818357074,0.0004284031273428296
0.000901510029299076,0.003606040117196304
0.0003718163227365681,0.0008365867261572784
0.00013776002204160352,0.00234192037470726
7.599939200486396e-05,0.001823985408116735
0.0,0.0005790387955993051
0.0002949330501976051,0.0014156786409485046
0.0,0.0014943215780035865
8.689607229753215e-05,0.0019986096628432396
0.00024073182474723158,0.001203659123736158
0.0009570395576350489,0.003509145044661846
0.0003140900810352409,0.0022614485834537346
0.0001124859392575928,0.0013498312710911137
0.0003889285019770532,0.0013612497569196864
0.0002008233758409479,0.0005020584396023697
0.0,0.0009208103130755065
0.0,0.00010388531061707874
0.0,0.0001439055979277594
0.0005630630630630631,0.0016891891891891893
0.0002858776443682104,0.0005717552887364208
0.0015337423312883436,0.006134969325153374
0.0009238263206517175,0.003611321071638532
0.00010294420424130121,0.004632489190858555
0.00024378352023403217,0.002779132130667967
0.0006797518905599456,0.0027190075622397824
0.0004067520846044336,0.0026438885499288182
0.00026869682042095835,0.0019704433497536944
0.00036121947695419735,0.0010114145354717526
0.0001087547580206634,0.0006525285481239804
0.00010305028854080792,0.001133553173948887
0.0,0.00023940627244433804
